verify-fdge — cumplimiento mecánico de la Methodology Suite 13.2.0

PASA
  ✓ SUITE-R08      REGISTRY.json presente y coherente.
  ! LEX-R31        PT-088: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! SUITE-R44      PT-088: 5 fila(s) de changes/PT-088-las-reglas-del-dominio-se-verifican-o-se-declaran/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-088. Sin eso, aplazar es narrar. «Qué queda fuera» → «Destino» no cita a nadie · «Las otras **98** reglas sin verificador» → «`—`» no cita a nadie · «Hash encadenado para el ledger» → «`—`» no cita a nadie · «Distinguir una **corrección legítima** de un» → «`—`» no cita a nadie · «Cambiar la severidad de `SUITE-R01` a `CHECK» → «`—`» no cita a nadie
  ! FDGE-R43       PT-089: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-089: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! SUITE-R44      PT-089: 7 fila(s) de changes/PT-089-la-divergencia-no-apaga-comprobaciones/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-089. Sin eso, aplazar es narrar. «Qué queda fuera» → «Destino» no cita a nadie · «Las **22** divergencias de `phase` en tareas» → «`—`» no cita a nadie · «Las **7** divergencias de `estado` en los ín» → «`—`» no cita a nadie · «Decidir **cuál fuente manda**» → «`—`» no cita a nadie · «Eliminar el YAML del intake» → «`—`» no cita a nadie · «Que `avanzar` decida cómo termina una tarea» → «`—`» no cita a nadie · «Los otros **41** avisos de `verify-fdge --al» → «`—`» no cita a nadie
  ! FDGE-R43       PT-090: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-090: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! SUITE-R44      PT-090: 6 fila(s) de changes/PT-090-la-frescura-del-grafo-viaja-con-el-repositorio/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-090. Sin eso, aplazar es narrar. «Qué queda fuera» → «Destino» no cita a nadie · «**Versionar `graphify-out/`**» → «`—`» no cita a nadie · «Generar el grafo en **CI**» → «`—`» no cita a nadie · «Versionar sólo `manifest.json`» → «`—`» no cita a nadie · «Que en un clon limpio la frescura **se compr» → «`—`» no cita a nadie · «Cambiar el **alcance** del grafo» → «`—`» no cita a nadie
  ! FDGE-R43       PT-091: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-091: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! SUITE-R44      PT-091: 7 fila(s) de changes/PT-091-las-cifras-se-derivan-no-se-transcriben/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-091. Sin eso, aplazar es narrar. «Qué queda fuera» → «Destino» no cita a nadie · «Derivar la **prosa** del inventario» → «`—`» no cita a nadie · «Regenerar **Foundation** entera» → «`—`» no cita a nadie · «Las cifras de los **otros** documentos de Fo» → «`—`» no cita a nadie · «Un `pre-commit` que las reescriba» → «`—`» no cita a nadie · «Que la comprobación **falle**» → «`—`» no cita a nadie · «Enumerar bien los **comandos** de `CLAUDE.md» → «`—`» no cita a nadie
  ! FDGE-R43       PT-092: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-092: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! SUITE-R44      PT-092: 7 fila(s) de changes/PT-092-ejecutar-qa-y-fpge/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-092. Sin eso, aplazar es narrar. «Qué queda fuera» → «Destino» no cita a nadie · «**Ejecutar `FIDE`**» → «`R-001` del roadmap» no cita a nadie · «Levantar una interfaz para poder ejecutar `Q» → «`—`» no cita a nadie · «**Actuar sobre lo que `FPGE` encontró**» → «`EP` siguiente» no cita a nadie · «Arreglar `INC-001`» → «`R-005` del roadmap» no cita a nadie · «**Cerrar `H-008`**» → «`—`» no cita a nadie · «Las 21 celdas `NO_EVALUADA` de la matriz» → «`R-008` del roadmap» no cita a nadie
  ! FDGE-R43       PT-093: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-093: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! SUITE-R44      PT-093: 7 fila(s) de changes/PT-093-el-limite-de-las-compuertas-se-declara/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-093. Sin eso, aplazar es narrar. «Qué queda fuera» → «Destino» no cita a nadie · «Exigir un **revisor aprobador** en la rama p» → «`—`» no cita a nadie · «Retirar credenciales de `gh` al agente» → «`—`» no cita a nadie · «Firma **criptográfica** del firmante» → «`—`» no cita a nadie · «Un **segundo agente** que apruebe» → «`—`» no cita a nadie · «Comprobar que la autorización **existiera**» → «`—`» no cita a nadie · «Que la declaración **se lea**» → «`—`» no cita a nadie
  ! FDGE-R43       PT-094: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-094: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-095: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-095: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-096: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-096: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-097: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-097: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-098: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-098: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-099: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-099: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-100: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-100: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-101: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-101: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-102: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-102: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-103: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-103: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-104: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-104: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-105: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-105: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-106: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-106: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-107: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-107: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-108: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-108: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-109: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-109: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-110: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-110: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-111: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-111: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-112: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-112: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-113: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! FDGE-R23       PT-113: AC-06 marcado verified:false.
  ! LEX-R31        PT-113: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-114: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-114: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-115: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-115: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-116: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-116: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-117: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-117: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-118: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! FDGE-R43       PT-119: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! FDGE-R43       PT-120: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-120: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! SUITE-R44      PT-120: 1 fila(s) de changes/PT-120-publicar-no-ejecuta-sellar/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-120. Sin eso, aplazar es narrar. «**`AC-04`** — «`sellar` deja de derivar el t» cita PT-134, que fue retomada pero su «origin» no menciona PT-120: la cita no es recíproca
  ! FDGE-R43       PT-121: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! SUITE-R44      PT-121: 1 fila(s) de changes/PT-121-el-viaje-de-vuelta-tras-el-merge/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-121. Sin eso, aplazar es narrar. «Responder si el trabajo **de lote** puede ci» → «`FPGE` · pregunta abierta» no cita a nadie
  ! FDGE-R43       PT-122: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! FDGE-R43       PT-123: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-123: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-124: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-124: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-125: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! LEX-R31        PT-125: su entrada de HISTORY.log no declara «Clase de evento: CE-NNN». Es opcional —no todo trabajo repite un tropiezo— pero sin ella la matriz de eventos no puede contar esta tarea, y lo que no se cuenta no se corrige.
  ! FDGE-R43       PT-126: grafo SUSPECT — 7 de 19 archivos que describe han cambiado desde 2026-08-26 — docs/methodology/tools/audit.mjs, docs/methodology/tools/patrones.mjs, docs/methodology/tools/regla.mjs, docs/methodology/tools/selftest.sh, docs/methodology/tools/tracker.mjs, docs/methodology/tools/verify-fdge.mjs …. No bloquea; sellar sí lo exige al día (SUITE-R57).
  ! SUITE-R44      PT-126: 2 fila(s) de changes/PT-126-la-matriz-no-envejece/out-of-scope.md no declaran su destino con el vocabulario cerrado. O es «—» —no aplaza— o cita un identificador que lo sostiene: un hermano del lote, o una allocation DEFERRED cuyo «origin» mencione PT-126. Sin eso, aplazar es narrar. «Dar dueño a las seis clases huérfanas» → «`FPGE` · decide el firmante» no cita a nadie · «Que `SUITE-R59` pueda fallar» → «`FPGE` · candidato publicado» no cita a nadie
